,Gender,Ever_Married,Age,Graduated,Profession,Income,Work_Experience,Spending_Score,Family_Size,cluster number
2558,0,1.0,88,1.0,3.0,838,3.0,3,2.0,1
2559,0,0.0,28,1.0,7.0,1494,0.0,1,2.0,2
2560,1,1.0,51,1.0,4.0,1325,5.0,2,2.0,2
2561,1,1.0,60,0.0,5.0,621,0.0,2,4.0,3
2562,0,0.0,19,0.0,1.0,763,0.0,1,3.0,1
2563,0,0.0,23,0.0,1.0,559,1.0,1,3.0,3
2564,0,0.0,20,0.0,1.0,700,0.0,1,9.0,3
2565,1,0.0,50,1.0,5.0,1070,1.0,1,1.0,1
2566,1,0.0,21,0.0,9.0,547,4.0,1,4.0,3
2567,0,1.0,62,1.0,7.0,603,0.0,2,2.0,3
2568,1,0.0,36,1.0,7.0,1728,1.0,1,1.0,0
2569,1,0.0,31,0.0,9.0,1643,0.0,1,2.0,0
2570,0,1.0,52,1.0,7.0,852,4.0,2,3.0,1
2571,0,0.0,20,0.0,1.0,599,1.0,1,5.0,3
2573,1,1.0,48,1.0,5.0,1043,1.0,3,5.0,1
2574,1,1.0,40,1.0,4.0,818,6.0,2,2.0,1
2575,0,1.0,55,1.0,5.0,797,1.0,3,2.0,1
2576,1,1.0,62,1.0,5.0,600,1.0,2,2.0,3
2577,0,0.0,48,1.0,5.0,815,0.0,1,1.0,1
2578,0,1.0,36,1.0,4.0,1552,1.0,1,2.0,0
2579,1,1.0,73,1.0,5.0,627,0.0,1,2.0,3
2580,1,0.0,23,0.0,9.0,586,0.0,1,8.0,3
2581,1,1.0,25,1.0,5.0,510,0.0,2,2.0,3
2582,0,1.0,60,1.0,5.0,823,0.0,2,2.0,1
2583,0,0.0,37,1.0,5.0,532,14.0,1,1.0,3
2584,1,1.0,39,1.0,7.0,1064,0.0,1,1.0,1
2585,1,0.0,39,1.0,5.0,583,12.0,1,1.0,3
2586,0,1.0,58,1.0,5.0,613,0.0,1,2.0,3
2587,1,0.0,33,1.0,4.0,582,0.0,1,1.0,3
2589,1,1.0,66,1.0,3.0,779,1.0,3,2.0,1
2590,1,0.0,40,1.0,5.0,853,2.0,1,1.0,1
2591,1,1.0,66,1.0,4.0,846,0.0,3,2.0,1
2592,1,1.0,50,1.0,5.0,683,9.0,3,2.0,3
2594,1,1.0,50,1.0,5.0,826,0.0,2,2.0,1
2595,1,0.0,39,1.0,5.0,1450,1.0,1,1.0,2
2596,1,1.0,46,1.0,5.0,779,0.0,2,2.0,1
2597,0,0.0,29,0.0,7.0,1398,0.0,1,4.0,2
2598,1,0.0,29,1.0,7.0,886,0.0,1,5.0,1
2599,0,0.0,23,0.0,7.0,530,1.0,1,5.0,3
2600,0,1.0,57,1.0,5.0,1763,1.0,2,2.0,0
2601,1,0.0,31,1.0,1.0,677,1.0,1,4.0,3
2602,1,1.0,69,1.0,5.0,533,1.0,1,1.0,3
2603,1,0.0,28,1.0,4.0,703,0.0,1,4.0,3
2604,1,0.0,31,1.0,5.0,1085,14.0,1,1.0,1
2605,0,1.0,37,1.0,6.0,1412,0.0,3,3.0,2
2606,0,1.0,58,1.0,1.0,578,0.0,1,4.0,3
2607,0,1.0,48,1.0,5.0,514,3.0,1,1.0,3
2608,1,0.0,18,0.0,7.0,527,1.0,1,4.0,3
2609,1,0.0,27,1.0,1.0,540,2.0,1,4.0,3
2610,0,0.0,30,1.0,7.0,840,8.0,1,6.0,1
2611,1,1.0,36,1.0,5.0,659,1.0,2,2.0,3
2612,0,1.0,45,1.0,4.0,1433,4.0,2,2.0,2
2613,1,0.0,26,0.0,1.0,627,1.0,1,4.0,3
2614,1,0.0,23,0.0,1.0,669,0.0,1,3.0,3
2615,1,0.0,42,1.0,5.0,528,0.0,1,1.0,3
2616,0,1.0,46,1.0,4.0,655,5.0,1,1.0,3
2617,1,0.0,27,0.0,9.0,810,8.0,1,4.0,1
2618,1,1.0,42,1.0,5.0,1562,0.0,1,2.0,0
2619,1,0.0,19,0.0,1.0,812,0.0,1,3.0,1
2620,0,0.0,21,0.0,1.0,520,1.0,1,4.0,3
2621,1,0.0,35,1.0,4.0,1445,1.0,1,2.0,2
2622,0,0.0,29,0.0,1.0,668,9.0,1,4.0,3
2623,1,0.0,35,1.0,7.0,613,1.0,1,1.0,3
2625,0,1.0,47,1.0,6.0,656,1.0,3,5.0,3
2626,1,0.0,43,1.0,1.0,1059,9.0,1,3.0,1
